combinedID,comparedID,DailyDose.x,Timepoint.x,samplesize_treated,MeanofEffectvalue_treated,Meanofvaribility_treated,DailyDose.y,Timepoint.y,samplesize_control,MeanofEffectvalue_control,Meanofvaribility_control,Bibliography,Year,Species,Endpointname,Endpointunit,Drug,UnitofDose,UnitofVariability,t,SE,Effectsize,UL,LL,Effectpercent
136.1,136.1.1,100,94 days,5,0.05,0.005,0,94 days,5,0.05,0.01,"Watanabe, T.,Furukawa, T.,Sharyo, S.,Ohashi, Y.,Yasuda, M.,Takaoka, M.,Manabe, S..  Effect of troglitazone on the liver of a Gunn rat model of genetic enzyme polymorphism. J Toxicol Sci.  2000. 25:423-31",2000,Rat,Bilirubin (direct),U/L,Troglitazone/Rezulin,mg/kg,SD,2.306004135,0.007745967,0,0.017862231,-0.017862231,100.00%
136.1,136.1.2,400,94 days,5,0.045,0.01,0,94 days,5,0.05,0.01,"Watanabe, T.,Furukawa, T.,Sharyo, S.,Ohashi, Y.,Yasuda, M.,Takaoka, M.,Manabe, S..  Effect of troglitazone on the liver of a Gunn rat model of genetic enzyme polymorphism. J Toxicol Sci.  2000. 25:423-31",2000,Rat,Bilirubin (direct),U/L,Troglitazone/Rezulin,mg/kg,SD,2.306004135,0.013416408,-0.005,0.025938292,-0.035938292,90.00%
138.1,138.1.1,4,56 days,6,9.11,7.642407997,0,56 days,6,9.21,5.756300896,"Yadav, H.,Jain, S.,Prasad, G. B.,Yadav, M..  Preventive effect of diabegon, a polyherbal preparation, during progression of diabetes induced by high-fructose feeding in rats. J Pharmacol Sci.  2007. 105:12-21",2007,Rat,"Liver weight, absolute",g,Rosiglitazone/Avandia,mg/kg,SD,2.228138852,10.14231236,-0.1,22.49848022,-22.69848022,98.91%
139.1,139.1.1,4,56 days,6,5.89,5.192918255,0,56 days,6,7.01,5.560341716,"Yadav, H.,Jain, S.,Prasad, G. B.,Yadav, M..  Preventive effect of diabegon, a polyherbal preparation, during progression of diabetes induced by high-fructose feeding in rats. J Pharmacol Sci.  2007. 105:12-21",2007,Rat,SGOT,IU,Rosiglitazone/Avandia,mg/kg,SD,2.228138852,7.07791636,-1.12,14.65058043,-16.89058043,84.02%
140.1,140.1.1,4,56 days,6,1.03,0.318433667,0,56 days,6,0.99,0.293938769,"Yadav, H.,Jain, S.,Prasad, G. B.,Yadav, M..  Preventive effect of diabegon, a polyherbal preparation, during progression of diabetes induced by high-fructose feeding in rats. J Pharmacol Sci.  2007. 105:12-21",2007,Rat,Bilirubin (total),mg/dl,Rosiglitazone/Avandia,mg/kg,SD,2.228138852,0.428252262,0.04,0.994205504,-0.914205504,104.04%
141.1,141.1.1,10,8 weeks,6,9.77,1.56,0,8 weeks,6,10.59,2.01,"Yadav, H.,Jain, S.,Yadav, M.,Sinha, P. R.,Prasad, G. B.,Marotta, F..  Epigenomic derangement of hepatic glucose metabolism by feeding of high fructose diet and its prevention by Rosiglitazone in rats. Dig Liver Dis.  2009. 41:500-8",2009,Rat,"Liver weight, absolute",g,Rosiglitazone/Avandia,g,SD,2.228138852,2.174706877,-0.82,4.025548884,-5.665548884,92.26%
143.1,143.1.1,3,2 weeks,7.5,13.9,0.4,0,2 weeks,7.5,14.4,0.3,"Ye, J. M.,Iglesias, M. A.,Watson, D. G.,Ellis, B.,Wood, L.,Jensen, P. B.,Sorensen, R. V.,Larsen, P. J.,Cooney, G. J.,Wassermann, K.,Kraegen, E. W..  PPARalpha /gamma ragaglitazar eliminates fatty liver and enhances insulin action in fat-fed rats in the absence of hepatomegaly. Am J Physiol Endocrinol Metab.  2003. 284:E531-40",2003,Rat,"Liver weight, absolute",g,Rosiglitazone/Avandia,mg/kg,SD,2.160368656,0.53789714,-0.5,0.662056122,-1.662056122,96.53%
15.1,15.1.1,400,3 months,19,36,10,400,Baseline,19,41.5,17.9,"Mavandadi, A.,Gong, W. C..  Effects of troglitazone in Hispanic patients with type 2 diabetes mellitus. Current Therapeutic Research - Clinical and Experimental.  1999. 60:494-501",1999,Human,ALT,U/L,Troglitazone/Rezulin,mg,SD,2.028094001,14.36444807,-5.5,23.63245096,-34.63245096,86.75%
15.1,15.1.2,400,6 months,19,35,8.1,400,Baseline,19,41.5,17.9,"Mavandadi, A.,Gong, W. C..  Effects of troglitazone in Hispanic patients with type 2 diabetes mellitus. Current Therapeutic Research - Clinical and Experimental.  1999. 60:494-501",1999,Human,ALT,U/L,Troglitazone/Rezulin,mg,SD,2.028094001,11.8818083,-6.5,17.59742413,-30.59742413,84.34%
16.1,16.1.1,400,3 months,19,22.3,7.5,400,Baseline,19,24.5,12.8,"Mavandadi, A.,Gong, W. C..  Effects of troglitazone in Hispanic patients with type 2 diabetes mellitus. Current Therapeutic Research - Clinical and Experimental.  1999. 60:494-501",1999,Human,AST,U/L,Troglitazone/Rezulin,mg,SD,2.028094001,10.73322436,-2.2,19.56798795,-23.96798795,91.02%
16.1,16.1.2,400,6 months,19,21.7,7,400,Baseline,19,24.5,12.8,"Mavandadi, A.,Gong, W. C..  Effects of troglitazone in Hispanic patients with type 2 diabetes mellitus. Current Therapeutic Research - Clinical and Experimental.  1999. 60:494-501",1999,Human,AST,U/L,Troglitazone/Rezulin,mg,SD,2.028094001,10.07299673,-2.8,17.62898424,-23.22898424,88.57%
2.1,2.1.1,4,Week 12,12,24.5,12.25,4,Baseline,12,23.42,18.25,"Aramwit, P.,Bunmee, P.,Supasyndh, O..  Effectiveness and tolerability of rosiglitazone on insulin resistance and body composition in nondiabetic Thai patients undergoing continuous ambulatory peritoneal dialysis: A 12-week pilot study. Current Therapeutic Research - Clinical and Experimental.  2009. 70:377-389",2009,Human,ALT,IU/L,Rosiglitazone/Avandia,mg,SD,2.073873068,17.40315465,1.08,37.17193372,-35.01193372,104.61%
26.1,26.1.1,8,20 weeks,6,27,9,8,Baseline,6,27,6,"Beysen, C.,Murphy, E. J.,Nagaraja, H.,Decaris, M.,Riiff, T.,Fong, A.,Hellerstein, M. K.,Boyle, P. J..  A pilot study of the effects of pioglitazone and rosiglitazone on de novo lipogenesis in type 2 diabetes. Journal of Lipid Research.  2008. 49:2657-2663",2008,Human,AST,U/L,Rosiglitazone/Avandia,mg,SD,2.228138852,11.87434209,0,26.45768295,-26.45768295,100.00%
27.1,27.1.1,8,20 weeks,6,30,10,8,Baseline,6,36,10,"Beysen, C.,Murphy, E. J.,Nagaraja, H.,Decaris, M.,Riiff, T.,Fong, A.,Hellerstein, M. K.,Boyle, P. J..  A pilot study of the effects of pioglitazone and rosiglitazone on de novo lipogenesis in type 2 diabetes. Journal of Lipid Research.  2008. 49:2657-2663",2008,Human,ALT,U/L,Rosiglitazone/Avandia,mg,SD,2.228138852,13.54006401,-6,24.16914267,-36.16914267,83.33%
33.1,33.1.1,4.4,12 month,628,29,28,4.4,Baseline,628,22,9,"Chalasani, N.,Teal, E.,Hall, S. D..  Effect of rosiglitazone on serum liver biochemistries in diabetic patients with normal and elevated baseline liver enzymes. Am J Gastroenterol.  2005. 100:1317-21",2005,Human,AST,IU/L,Rosiglitazone/Avandia,mg/day,SD,1.961857544,39.56807003,7,84.62691669,-70.62691669,131.82%
34.1,34.1.1,4.4,12 month,628,26,23,4.4,Baseline,628,24,11,"Chalasani, N.,Teal, E.,Hall, S. D..  Effect of rosiglitazone on serum liver biochemistries in diabetic patients with normal and elevated baseline liver enzymes. Am J Gastroenterol.  2005. 100:1317-21",2005,Human,ALT,IU/L,Rosiglitazone/Avandia,mg/day,SD,1.961857544,32.5039684,2,65.76815562,-61.76815562,108.33%
35.1,35.1.1,4.4,12 month,628,0.5,0.6,4.4,Baseline,628,0.4,0.2,"Chalasani, N.,Teal, E.,Hall, S. D..  Effect of rosiglitazone on serum liver biochemistries in diabetic patients with normal and elevated baseline liver enzymes. Am J Gastroenterol.  2005. 100:1317-21",2005,Human,Bilirubin (free),mg/dl,Rosiglitazone/Avandia,mg/day,SD,1.961857544,0.84788985,0.1,1.763439098,-1.563439098,125.00%
39.1,39.1.1,2,Month 3,20,22.3,2.1,2,Baseline,20,18.9,2.7,"Dereli, D.,Dereli, T.,Bayraktar, F.,Ozgen, A. G.,Yilmaz, C..  Endocrine and metabolic effects of rosiglitazone in non-obese women with polycystic ovary disease. Endocr J.  2005. 52:299-308",2005,Human,AST,U/L,Rosiglitazone/Avandia,mg/day,SD,2.024394164,2.956940987,3.4,9.386014077,-2.586014077,117.99%
39.1,39.1.2,2,Month 8,20,21.6,2.4,2,Baseline,20,18.9,2.7,"Dereli, D.,Dereli, T.,Bayraktar, F.,Ozgen, A. G.,Yilmaz, C..  Endocrine and metabolic effects of rosiglitazone in non-obese women with polycystic ovary disease. Endocr J.  2005. 52:299-308",2005,Human,AST,U/L,Rosiglitazone/Avandia,mg/day,SD,2.024394164,3.362811324,2.7,9.507655618,-4.107655618,114.29%
39.2,39.2.1,4,Month 3,20,22.1,2.3,4,Baseline,20,21.4,2.7,"Dereli, D.,Dereli, T.,Bayraktar, F.,Ozgen, A. G.,Yilmaz, C..  Endocrine and metabolic effects of rosiglitazone in non-obese women with polycystic ovary disease. Endocr J.  2005. 52:299-308",2005,Human,AST,U/L,Rosiglitazone/Avandia,mg/day,SD,2.024394164,3.227305378,0.7,7.233338171,-5.833338171,103.27%
39.2,39.2.2,4,Month 8,20,22.4,2.1,4,Baseline,20,21.4,2.7,"Dereli, D.,Dereli, T.,Bayraktar, F.,Ozgen, A. G.,Yilmaz, C..  Endocrine and metabolic effects of rosiglitazone in non-obese women with polycystic ovary disease. Endocr J.  2005. 52:299-308",2005,Human,AST,U/L,Rosiglitazone/Avandia,mg/day,SD,2.024394164,2.956940987,1,6.986014077,-4.986014077,104.67%
40.1,40.1.1,2,Month 3,20,18.5,2.4,2,Baseline,20,18.9,2.7,"Dereli, D.,Dereli, T.,Bayraktar, F.,Ozgen, A. G.,Yilmaz, C..  Endocrine and metabolic effects of rosiglitazone in non-obese women with polycystic ovary disease. Endocr J.  2005. 52:299-308",2005,Human,ALT,U/L,Rosiglitazone/Avandia,mg/day,SD,2.024394164,3.362811324,-0.4,6.407655618,-7.207655618,97.88%
40.1,40.1.2,2,Month 8,20,19.1,1.9,2,Baseline,20,18.9,2.7,"Dereli, D.,Dereli, T.,Bayraktar, F.,Ozgen, A. G.,Yilmaz, C..  Endocrine and metabolic effects of rosiglitazone in non-obese women with polycystic ovary disease. Endocr J.  2005. 52:299-308",2005,Human,ALT,U/L,Rosiglitazone/Avandia,mg/day,SD,2.024394164,2.687656972,0.2,5.640877089,-5.240877089,101.06%
40.2,40.2.1,4,Month 3,20,19.3,1.5,4,Baseline,20,18.6,2.9,"Dereli, D.,Dereli, T.,Bayraktar, F.,Ozgen, A. G.,Yilmaz, C..  Endocrine and metabolic effects of rosiglitazone in non-obese women with polycystic ovary disease. Endocr J.  2005. 52:299-308",2005,Human,ALT,U/L,Rosiglitazone/Avandia,mg/day,SD,2.024394164,2.166910243,0.7,5.086680449,-3.686680449,103.76%
40.2,40.2.2,4,Month 8,20,19.6,1.9,4,Baseline,20,18.6,2.9,"Dereli, D.,Dereli, T.,Bayraktar, F.,Ozgen, A. G.,Yilmaz, C..  Endocrine and metabolic effects of rosiglitazone in non-obese women with polycystic ovary disease. Endocr J.  2005. 52:299-308",2005,Human,ALT,U/L,Rosiglitazone/Avandia,mg/day,SD,2.024394164,2.698054855,1,6.461926502,-4.461926502,105.38%
45.1,45.1.1,10,Day 10,8,40.4,3.39411255,0,Day 10,8,34.9,5.656854249,"Anandharajan, R.,Sayyed, S. G.,Doshi, L. S.,Dixit, P.,Chandak, P. G.,Dixit, A. V.,Brahma, M. K.,Deshmukh, N. J.,Gupte, R.,Damre, A.,Suthar, J.,Padigaru, M.,Sharma, S. D.,Nemmani, K. V..  18F9 (4-(3,6-bis (ethoxycarbonyl)-4,5,6,7-tetrahydrothieno (2,3-c) pyridin-2-ylamino)-4-oxobutanoic acid) enhances insulin-mediated glucose uptake in vitro and exhibits antidiabetic activity in vivo in db/db mice. Metabolism.  2009. 58:1503-16",2009,Mouse,"liver weight, relative",g/kg bodyweight,Rosiglitazone/Avandia,mg/kg,SD,2.144786688,4.915282291,5.5,16.04223203,-5.042232025,115.76%
46.1,46.1.1,10,Day 10,8,59.3,26.87005769,0,Day 10,8,36.1,14.99066376,"Anandharajan, R.,Sayyed, S. G.,Doshi, L. S.,Dixit, P.,Chandak, P. G.,Dixit, A. V.,Brahma, M. K.,Deshmukh, N. J.,Gupte, R.,Damre, A.,Suthar, J.,Padigaru, M.,Sharma, S. D.,Nemmani, K. V..  18F9 (4-(3,6-bis (ethoxycarbonyl)-4,5,6,7-tetrahydrothieno (2,3-c) pyridin-2-ylamino)-4-oxobutanoic acid) enhances insulin-mediated glucose uptake in vitro and exhibits antidiabetic activity in vivo in db/db mice. Metabolism.  2009. 58:1503-16",2009,Mouse,ALT,U/L,Rosiglitazone/Avandia,mg/kg,SD,2.144786688,35.93869781,23.2,100.2808406,-53.88084064,164.27%
47.1,47.1.1,10,Day 10,8,91.1,41.01219331,0,Day 10,8,99.5,37.61808076,"Anandharajan, R.,Sayyed, S. G.,Doshi, L. S.,Dixit, P.,Chandak, P. G.,Dixit, A. V.,Brahma, M. K.,Deshmukh, N. J.,Gupte, R.,Damre, A.,Suthar, J.,Padigaru, M.,Sharma, S. D.,Nemmani, K. V..  18F9 (4-(3,6-bis (ethoxycarbonyl)-4,5,6,7-tetrahydrothieno (2,3-c) pyridin-2-ylamino)-4-oxobutanoic acid) enhances insulin-mediated glucose uptake in vitro and exhibits antidiabetic activity in vivo in db/db mice. Metabolism.  2009. 58:1503-16",2009,Mouse,AST,U/L,Rosiglitazone/Avandia,mg/kg,SD,2.144786688,55.86045113,-8.4,111.408752,-128.208752,91.56%
59.1,59.1.1,10,6 weeks,8,145,82.02438662,0,6 weeks,8,87,28.28427125,"Kus, V.,Flachs, P.,Kuda, O.,Bardova, K.,Janovska, P.,Svobodova, M.,Jilkova, Z. M.,Rossmeisl, M.,Wang-Sattler, R.,Yu, Z.,Illig, T.,Kopecky, J..  Unmasking differential effects of rosiglitazone and pioglitazone in the combination treatment with n-3 fatty acids in mice fed a high-fat diet. PLoS One.  2011. 6:e27126",2011,Mouse,Trialylglycerol,mg/g,Rosiglitazone/Avandia,mg/kg/diet,SD,2.144786688,108.9678852,58,291.7128695,-175.7128695,166.67%
61.1,61.1.1,100,14 days,5.5,2.78,0.469041576,0,14 days,5.5,2.53,0.39868534,"Otake, K.,Azukizawa, S.,Fukui, M.,Shibabayashi, M.,Kamemoto, H.,Miike, T.,Kunishiro, K.,Kasai, M.,Shirahase, H..  A novel series of (S)-2,7-substituted-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acids: peroxisome proliferator-activated receptor alpha/gamma dual agonists with protein-tyrosine phosphatase 1B inhibitory activity. Chem Pharm Bull (Tokyo).  2011. 59:1233-42",2011,Mouse,"Liver weight, absolute",g,Rosiglitazone/Avandia,mg/kg,SD,2.262157163,0.623618473,0.25,1.660722996,-1.160722996,109.88%
61.1,61.1.2,30,14 days,5.5,2.76,0.633206128,0,14 days,5.5,2.53,0.39868534,"Otake, K.,Azukizawa, S.,Fukui, M.,Shibabayashi, M.,Kamemoto, H.,Miike, T.,Kunishiro, K.,Kasai, M.,Shirahase, H..  A novel series of (S)-2,7-substituted-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acids: peroxisome proliferator-activated receptor alpha/gamma dual agonists with protein-tyrosine phosphatase 1B inhibitory activity. Chem Pharm Bull (Tokyo).  2011. 59:1233-42",2011,Mouse,"Liver weight, absolute",g,Rosiglitazone/Avandia,mg/kg,SD,2.262157163,0.827647268,0.23,2.102268195,-1.642268195,109.09%
7.1,7.1.1,5,Month 12 (Study End),72,18.6,4.3,5,Baseline,72,19.2,5.4,"Chiang, C. K.,Ho, T. I.,Peng, Y. S.,Hsu, S. P.,Pai, M. F.,Yang, S. Y.,Hung, K. Y.,Wu, K. D..  Rosiglitazone in diabetes control in hemodialysis patients with and without viral hepatitis infection: effectiveness and side effects. Diabetes Care.  2007. 30:3-7",2007,Human,AST,IU/L,Rosiglitazone/Avandia,IU/L,SD,1.976810994,6.072181559,-0.6,11.40355526,-12.60355526,96.88%
75.1,75.1.1,0,12 months,4,605,141.2,0,0,4,987,187.5,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,U/L,Troglitazone/Rezulin,mg/kg,SD,2.446911851,196.7110127,-382,99.33450812,-863.3345081,61.30%
75.1,75.1.2,0,3 months,4,927,152,0,0,4,987,187.5,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,U/L,Troglitazone/Rezulin,mg/kg,SD,2.446911851,208.434792,-60,450.0215626,-570.0215626,93.92%
75.1,75.1.3,0,6 months,4,745,174.3,0,0,4,987,187.5,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,U/L,Troglitazone/Rezulin,mg/kg,SD,2.446911851,233.1518765,-242,328.5020896,-812.5020896,75.48%
75.1,75.1.4,0,9 months,4,738,194.9,0,0,4,987,187.5,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,U/L,Troglitazone/Rezulin,mg/kg,SD,2.446911851,256.4528758,-249,378.517581,-876.517581,74.77%
75.2,75.2.1,300,12 months,4,449,76,300,0,4,816,104.3,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,U/L,Troglitazone/Rezulin,mg/kg,SD,2.446911851,106.6940603,-367,-105.9290394,-628.0709606,55.02%
75.2,75.2.2,300,3 months,4,610,150,300,0,4,816,104.3,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,U/L,Troglitazone/Rezulin,mg/kg,SD,2.446911851,190.9702136,-206,261.287279,-673.287279,74.75%
75.2,75.2.3,300,6 months,4,521,102.9,300,0,4,816,104.3,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,U/L,Troglitazone/Rezulin,mg/kg,SD,2.446911851,136.3900198,-295,38.73435582,-628.7343558,63.85%
75.2,75.2.4,300,9 months,4,503,85.3,300,0,4,816,104.3,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,U/L,Troglitazone/Rezulin,mg/kg,SD,2.446911851,116.7636823,-313,-27.28956204,-598.710438,61.64%
75.3,75.3.1,600,12 months,4,433,33.5,600,0,4,846,195.7,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,U/L,Troglitazone/Rezulin,mg/kg,SD,2.446911851,106.1037111,-413,-153.373572,-672.626428,51.18%
75.3,75.3.2,600,3 months,4,643,87.7,600,0,4,846,195.7,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,U/L,Troglitazone/Rezulin,mg/kg,SD,2.446911851,145.2981676,-203,152.5318082,-558.5318082,76.00%
75.3,75.3.3,600,6 months,4,522,42.5,600,0,4,846,195.7,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,U/L,Troglitazone/Rezulin,mg/kg,SD,2.446911851,110.8331967,-324,-52.80093739,-595.1990626,61.70%
75.3,75.3.4,600,9 months,4,450,30.1,600,0,4,846,195.7,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,U/L,Troglitazone/Rezulin,mg/kg,SD,2.446911851,104.5640354,-396,-140.1410226,-651.8589774,53.19%
76.1,76.1.1,1200,52 weeks,4,114.43,16.9195,0,52 weeks,4,69.74,10.5665,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,"Liver weight, absolute",g,Troglitazone/Rezulin,mg/kg,SD,2.446911851,21.38497021,44.69,97.01713705,-7.637137046,164.08%
76.1,76.1.2,300,52 weeks,4,104.795,15.66,0,52 weeks,4,69.74,10.5665,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,"Liver weight, absolute",g,Troglitazone/Rezulin,mg/kg,SD,2.446911851,19.89387168,35.055,83.73355039,-13.62355039,150.27%
