hID,impressions,posts impressions,video views,views,clicks,impressions to posts impressions,impressions to video views,impressions to views,impressions to clicks
-6.66812E+16,59617354,59066664,12188755,254254,4290,99.08,20.44,0.43,0.01
-5.85084E+16,5,1,0,3,0,20,0,60,0
-4.57433E+16,11852008,11832385,2715178,18540,59,99.83,22.91,0.16,0
-2.11642E+16,410,263,6,183,0,64.15,1.46,44.63,0
4.12482E+13,88857,69320,5176,5516,0,78.01,5.83,6.21,0
2.2032E+15,10184,7364,0,2395,0,72.31,0,23.52,0
1.81401E+16,11651,7268,822,5313,0,62.38,7.06,45.6,0
3.75987E+16,147556041,146531744,30756116,401102,0,99.31,20.84,0.27,0
2.41626E+17,63658,62127,37665,13528,13,97.59,59.17,21.25,0.02
2.6377E+17,71096,52469,15126,18613,0,73.8,21.28,26.18,0
2.77492E+17,141097,126524,527,2095,0,89.67,0.37,1.48,0
3.06699E+17,436,324,65,96,0,74.31,14.91,22.02,0
3.24972E+17,372,244,0,174,0,65.59,0,46.77,0
3.68321E+17,3,0,0,3,0,0,0,100,0
3.78276E+17,14431,11950,21,2538,0,82.81,0.15,17.59,0
4.26443E+17,1891301,1879490,33130,6835,0,99.38,1.75,0.36,0
4.28645E+17,632989676,630541027,147822405,670522,1468,99.61,23.35,0.11,0
4.95107E+17,6016381,5998161,295802,20838,171,99.7,4.92,0.35,0
5.11417E+17,1188399,1152291,218611,34404,0,96.96,18.4,2.89,0
5.38808E+17,2865,2580,54,394,0,90.05,1.88,13.75,0
6.13405E+17,7,0,0,22,0,0,0,314.29,0
7.30393E+17,208573,195926,22819,16851,1332,93.94,10.94,8.08,0.64
7.6562E+17,2337199,2307164,861350,31615,264,98.71,36.85,1.35,0.01
8.36574E+17,15,11,1,3,0,73.33,6.67,20,0
9.1556E+17,45915,36438,0,7386,0,79.36,0,16.09,0
9.30582E+17,4335,3992,562,946,0,92.09,12.96,21.82,0
9.78651E+17,1642900,1638236,268990,5056,15,99.72,16.37,0.31,0
9.84171E+17,3,0,0,3,0,0,0,100,0
9.98762E+17,313237,299494,36097,14917,76,95.61,11.52,4.76,0.02
1.0506E+18,12832,12802,22,19,0,99.77,0.17,0.15,0
1.0688E+18,575064583,574075206,112800107,235585,7523,99.83,19.62,0.04,0
1.11053E+18,20375,16822,902,4254,0,82.56,4.43,20.88,0
1.12859E+18,294163,211664,3628,69024,0,71.95,1.23,23.46,0
1.1845E+18,48276568,48108608,14909863,174942,0,99.65,30.88,0.36,0
1.22953E+18,70643,43762,5054,4667,0,61.95,7.15,6.61,0
1.26193E+18,1465878,1361862,129639,128193,0,92.9,8.84,8.75,0
1.26781E+18,2016236,1986650,66207,14726,241,98.53,3.28,0.73,0.01
1.28307E+18,4006,2904,180,1167,0,72.49,4.49,29.13,0
1.34804E+18,3,0,0,3,0,0,0,100,0
1.38984E+18,16217612,15059065,2603387,108695,0,92.86,16.05,0.67,0
1.4215E+18,75139,72356,1691,3062,0,96.3,2.25,4.08,0
1.43061E+18,5448,3087,502,3137,6,56.66,9.21,57.58,0.11
1.47199E+18,154348242,153520471,44109884,419086,1522,99.46,28.58,0.27,0
1.49902E+18,360387,340315,21513,21633,0,94.43,5.97,6,0
1.5041E+18,3191,3001,52,384,0,94.05,1.63,12.03,0
1.55101E+18,6810,5880,0,436,0,86.34,0,6.4,0
1.56481E+18,777571354,774582821,149891548,243875,4401,99.62,19.28,0.03,0
1.61717E+18,1729662,1726118,163263,2497,33,99.8,9.44,0.14,0
1.70839E+18,5833,4147,0,2408,0,71.1,0,41.28,0
1.74395E+18,4170,1538,558,3084,6,36.88,13.38,73.96,0.14
1.74513E+18,3564,2794,63,1349,0,78.4,1.77,37.85,0
1.76583E+18,463728322,463562057,81291686,433720,397,99.96,17.53,0.09,0
1.79275E+18,46998956,46866729,7540462,52869,0,99.72,16.04,0.11,0
1.86544E+18,2203,1421,0,1386,5,64.5,0,62.91,0.23
1.87969E+18,22135546,22047521,5837835,16738,0,99.6,26.37,0.08,0
1.98026E+18,698,406,0,322,0,58.17,0,46.13,0
1.98839E+18,276440,274502,69497,3410,5,99.3,25.14,1.23,0
2.01198E+18,21333,11768,460,7077,0,55.16,2.16,33.17,0
2.03662E+18,129547301,127826390,19320853,499546,9432,98.67,14.91,0.39,0.01
2.04254E+18,82021,80573,13035,1672,0,98.23,15.89,2.04,0
2.04745E+18,146103328,145058863,30814825,482527,253,99.29,21.09,0.33,0
2.05261E+18,9630526,9520214,1279065,31653,0,98.85,13.28,0.33,0
2.06807E+18,9882199,9862498,1844397,3721,0,99.8,18.66,0.04,0
2.08452E+18,3068,2509,171,1143,0,81.78,5.57,37.26,0
2.09677E+18,80252,76526,18901,5043,0,95.36,23.55,6.28,0
2.11427E+18,4558000235,4528965577,1025301456,7804806,173518,99.36,22.49,0.17,0
2.11531E+18,2946,1976,0,1085,0,67.07,0,36.83,0
2.15993E+18,8250,7268,1066,593,0,88.1,12.92,7.19,0
2.16218E+18,2059752,2028988,363264,14439,0,98.51,17.64,0.7,0
2.166E+18,662,525,21,177,0,79.31,3.17,26.74,0
2.2043E+18,719,597,13,339,0,83.03,1.81,47.15,0
2.22037E+18,17771,6978,279,2590,0,39.27,1.57,14.57,0
2.22426E+18,272119,265628,44845,6904,131,97.61,16.48,2.54,0.05
2.26831E+18,1902,1561,424,547,11,82.07,22.29,28.76,0.58
2.29419E+18,6479432,6339923,1133745,17586,191,97.85,17.5,0.27,0
2.34695E+18,193,78,0,67,0,40.41,0,34.72,0
2.35436E+18,58801704,58344947,10109882,116635,0,99.22,17.19,0.2,0
2.3562E+18,111703,107268,17792,2734,0,96.03,15.93,2.45,0
2.3803E+18,743,556,23,842,0,74.83,3.1,113.32,0
2.39E+18,39919268,39878980,7257194,22276,98,99.9,18.18,0.06,0
2.44757E+18,66384,62325,4519,6410,53,93.89,6.81,9.66,0.08
2.48799E+18,16428,13681,767,4987,17,83.28,4.67,30.36,0.1
2.50924E+18,161,52,0,150,0,32.3,0,93.17,0
2.53798E+18,15088472,14715275,1881847,285609,0,97.53,12.47,1.89,0
2.5773E+18,179058,167990,18961,5792,0,93.82,10.59,3.23,0
2.63884E+18,34710,29898,5029,2008,0,86.14,14.49,5.79,0
2.68973E+18,8,4,0,4,0,50,0,50,0
2.69042E+18,3,0,0,3,0,0,0,100,0
2.769E+18,18306,12853,318,10497,0,70.21,1.74,57.34,0
2.80716E+18,538432139,532264929,182344411,285106,482,98.85,33.87,0.05,0
2.80762E+18,493,340,13,421,0,68.97,2.64,85.4,0
2.8094E+18,3202,2146,0,1040,0,67.02,0,32.48,0
2.83844E+18,34074568,33812108,5734242,129126,640,99.23,16.83,0.38,0
2.8548E+18,861121111,859715089,132357504,342355,3748,99.84,15.37,0.04,0
3.0386E+18,84408,65013,0,14088,0,77.02,0,16.69,0
3.04345E+18,79117536,78445396,10139715,74845,2683,99.15,12.82,0.09,0
3.08143E+18,567743189,559286963,95633921,9890669,35966,98.51,16.84,1.74,0.01
3.08239E+18,2111649,1924333,421109,31547,0,91.13,19.94,1.49,0
3.12503E+18,320720,254020,97296,106080,3526,79.2,30.34,33.08,1.1
3.27148E+18,8237,4876,0,4500,0,59.2,0,54.63,0
3.28063E+18,6654,5922,9821,473,4,89,147.6,7.11,0.06
3.2827E+18,36,10,0,19,0,27.78,0,52.78,0
3.30627E+18,57163,51201,0,5495,0,89.57,0,9.61,0
3.42118E+18,9417,6971,896,1939,0,74.03,9.51,20.59,0
3.45175E+18,734617917,730785390,112960581,754873,6186,99.48,15.38,0.1,0
3.49775E+18,70417920,70156214,23309409,66535,59,99.63,33.1,0.09,0
3.50661E+18,2153,1936,0,300,0,89.92,0,13.93,0
3.58112E+18,5905,5152,0,901,0,87.25,0,15.26,0
3.59003E+18,103521414,103328985,38373296,1181868,999,99.81,37.07,1.14,0
3.59716E+18,3,0,0,3,0,0,0,100,0
3.62015E+18,111148600,109795616,40031719,610662,210,98.78,36.02,0.55,0
3.87832E+18,1798734,1737686,265455,13631,0,96.61,14.76,0.76,0
3.91396E+18,10741509,10715663,1947093,26084,30,99.76,18.13,0.24,0
3.92964E+18,3990,2975,0,1314,0,74.56,0,32.93,0
3.93712E+18,42989,38478,7130,4939,7,89.51,16.59,11.49,0.02
3.95616E+18,144,105,0,23,0,72.92,0,15.97,0
3.9645E+18,2733458593,2728999951,180368698,1294146,7558,99.84,6.6,0.05,0
3.98203E+18,156956,121293,15258,32218,0,77.28,9.72,20.53,0
4.0119E+18,152767169,152559095,15833243,110493,438,99.86,10.36,0.07,0
4.03128E+18,162745244,160317044,24527371,151270,0,98.51,15.07,0.09,0
4.07341E+18,942,5,0,1191,0,0.53,0,126.43,0
4.0849E+18,1136840,765829,164667,4608,53,67.36,14.48,0.41,0
4.08663E+18,69667,61469,38684,8479,59,88.23,55.53,12.17,0.08
4.105E+18,77037,72154,34792,2894,0,93.66,45.16,3.76,0
4.11713E+18,2,0,0,2,0,0,0,100,0
4.12608E+18,51783176,51634469,5378180,39812,0,99.71,10.39,0.08,0
4.13052E+18,2790186,2661338,470351,53341,0,95.38,16.86,1.91,0
4.13398E+18,1011064,1009476,2270,2154,15,99.84,0.22,0.21,0
4.15893E+18,2729,2386,108,610,0,87.43,3.96,22.35,0
4.23593E+18,97,61,0,34,0,62.89,0,35.05,0
4.23683E+18,18576,15150,642,5056,0,81.56,3.46,27.22,0
4.249E+18,87152,83574,6399,5588,20,95.89,7.34,6.41,0.02
4.25259E+18,299364937,298310425,36276455,145986,0,99.65,12.12,0.05,0
4.25998E+18,8149795,8090336,2229847,27441,0,99.27,27.36,0.34,0
4.26155E+18,30,5,0,26,0,16.67,0,86.67,0
4.28247E+18,6,0,0,6,0,0,0,100,0
4.2927E+18,180445859,179836410,58226947,494320,832,99.66,32.27,0.27,0
4.30444E+18,7610,3976,0,315,0,52.25,0,4.14,0
4.32013E+18,1066276,1063967,1025,3596,0,99.78,0.1,0.34,0
4.34401E+18,9,5,2,3,0,55.56,22.22,33.33,0
4.39354E+18,92774235,91011746,37909336,553335,0,98.1,40.86,0.6,0
4.39638E+18,5394104,4216447,377011,332949,0,78.17,6.99,6.17,0
4.51016E+18,647,509,0,154,0,78.67,0,23.8,0
4.51219E+18,156279861,154282753,12528754,373303,0,98.72,8.02,0.24,0
4.55139E+18,6560434,5999973,815959,62753,0,91.46,12.44,0.96,0
4.58E+18,1263116,1261358,12102,2619,31,99.86,0.96,0.21,0
4.58449E+18,156640341,156433617,36728350,63793,758,99.87,23.45,0.04,0
4.69374E+18,21543,17187,2112,4058,0,79.78,9.8,18.84,0
4.77956E+18,69339993,68888755,4988488,257696,3144,99.35,7.19,0.37,0
4.82026E+18,24179667,23902284,3793519,79202,1862,98.85,15.69,0.33,0.01
4.8481E+18,24390,17130,5039,11363,0,70.23,20.66,46.59,0
4.85656E+18,18039,14795,3224,4176,0,82.02,17.87,23.15,0
4.91629E+18,30984,28946,8566,2482,0,93.42,27.65,8.01,0
4.97909E+18,16182,14405,2493,3191,0,89.02,15.41,19.72,0
5.06924E+18,614748356,602417041,109592528,435204,1327,97.99,17.83,0.07,0
5.09555E+18,25535233,25230752,7372926,40832,1886,98.81,28.87,0.16,0.01
5.13838E+18,31334009,29670408,8946438,45939,0,94.69,28.55,0.15,0
5.22846E+18,892,703,0,381,0,78.81,0,42.71,0
5.27548E+18,779442423,779331213,206447207,152469,1383,99.99,26.49,0.02,0
5.31259E+18,72041,63141,0,15416,0,87.65,0,21.4,0
5.32901E+18,981671,973620,76288,8024,0,99.18,7.77,0.82,0
5.33348E+18,3365823,3359972,502986,25917,42,99.83,14.94,0.77,0
5.41009E+18,4080,3158,30,1249,0,77.4,0.74,30.61,0
5.42985E+18,75549,69439,12320,9598,47,91.91,16.31,12.7,0.06
5.4322E+18,325275808,323907041,70601642,171214,979,99.58,21.71,0.05,0
5.43681E+18,80268050,78802734,27573893,261319,0,98.17,34.35,0.33,0
5.47431E+18,5981235,5298751,959628,18049,0,88.59,16.04,0.3,0
5.49102E+18,1039,655,84,591,0,63.04,8.08,56.88,0
5.50415E+18,2996237649,2967805972,727790241,1704725,0,99.05,24.29,0.06,0
5.51616E+18,3,0,0,3,0,0,0,100,0
5.54655E+18,105016541,102932342,20621475,179658,0,98.02,19.64,0.17,0
5.57173E+18,2,0,0,2,0,0,0,100,0
5.60872E+18,77031,71553,15135,6218,0,92.89,19.65,8.07,0
5.6115E+18,471431,380188,76728,9901,0,80.65,16.28,2.1,0
5.64537E+18,12008391989,11936498096,1780878929,2694541,0,99.4,14.83,0.02,0
5.65278E+18,7241466,7006761,1039972,146428,0,96.76,14.36,2.02,0
5.6579E+18,144391942,143918861,36313423,339716,0,99.67,25.15,0.24,0
5.66228E+18,2308,2261,582,58,0,97.96,25.22,2.51,0
5.7176E+18,315651,281164,58322,5541,0,89.07,18.48,1.76,0
5.74969E+18,758,654,0,140,0,86.28,0,18.47,0
5.80511E+18,690,568,0,190,0,82.32,0,27.54,0
5.84819E+18,3964,2559,209,1201,1,64.56,5.27,30.3,0.03
5.85183E+18,28227,24081,8470,3033,0,85.31,30.01,10.75,0
5.866E+18,5456,3858,101,1112,0,70.71,1.85,20.38,0
5.89023E+18,33894479,33814815,14775687,90280,2114,99.76,43.59,0.27,0.01
5.93179E+18,70700,67752,13131,2450,0,95.83,18.57,3.47,0
5.95552E+18,10,4,6,3,0,40,60,30,0
6.02224E+18,5921572,5869561,776842,43802,159,99.12,13.12,0.74,0
6.08939E+18,3155,1505,108,856,0,47.7,3.42,27.13,0
6.10097E+18,366341,201605,71184,10027,0,55.03,19.43,2.74,0
6.11256E+18,1021732319,1007220168,178486988,939052,5895,98.58,17.47,0.09,0
6.17623E+18,221,103,78,151,0,46.61,35.29,68.33,0
6.1966E+18,3,0,0,3,0,0,0,100,0
6.22646E+18,1517,1161,148,502,0,76.53,9.76,33.09,0
6.23815E+18,28960733,27548785,4177419,162088,7675,95.12,14.42,0.56,0.03
6.2544E+18,9439,5684,0,3999,0,60.22,0,42.37,0
6.35429E+18,25,9,5,50,0,36,20,200,0
6.39462E+18,89183322,86155931,13308892,122090,0,96.61,14.92,0.14,0
6.40075E+18,7808383,7745951,1529246,17673,128,99.2,19.58,0.23,0
6.43671E+18,4,0,0,4,0,0,0,100,0
6.45199E+18,557623,552582,136729,13144,11,99.1,24.52,2.36,0
6.57069E+18,117774,111891,4450,8038,26,95,3.78,6.82,0.02
6.64418E+18,261,156,39,64,0,59.77,14.94,24.52,0
6.65251E+18,648560,644838,104132,3196,0,99.43,16.06,0.49,0
6.66614E+18,890280881,837674663,248717959,2449782,19934,94.09,27.94,0.28,0
6.67107E+18,20231311,20153695,5834194,27051,139,99.62,28.84,0.13,0
6.68878E+18,192641555,191553184,47214297,766136,2489,99.44,24.51,0.4,0
6.71632E+18,773505,699433,149893,2590,0,90.42,19.38,0.33,0
6.77853E+18,19006,15330,1438,3923,0,80.66,7.57,20.64,0
6.79629E+18,126211570,121897202,16179306,240603,0,96.58,12.82,0.19,0
6.79703E+18,2501827,2492304,131331,10379,11,99.62,5.25,0.41,0
6.80627E+18,30103007,30014222,12829489,115018,0,99.71,42.62,0.38,0
6.80716E+18,21919022,20822080,5221090,493973,19546,95,23.82,2.25,0.09
6.8154E+18,19315,10022,2020,4350,0,51.89,10.46,22.52,0
6.82983E+18,743,497,24,806,2,66.89,3.23,108.48,0.27
6.87191E+18,46553,34243,429,14643,101,73.56,0.92,31.45,0.22
6.90283E+18,14144380,13726383,1602532,15990,0,97.04,11.33,0.11,0
6.90684E+18,1370137,1278133,78072,63504,1558,93.29,5.7,4.63,0.11
6.90935E+18,185768840,185284236,38137588,114669,3854,99.74,20.53,0.06,0
6.94433E+18,5,0,0,5,0,0,0,100,0
7.01637E+18,12368,4942,746,6243,0,39.96,6.03,50.48,0
7.22E+18,56957,54149,12718,2548,50,95.07,22.33,4.47,0.09
7.22407E+18,58132701,56162889,11040689,461608,18396,96.61,18.99,0.79,0.03
7.23183E+18,5087933,5046433,354456,23752,448,99.18,6.97,0.47,0.01
7.27821E+18,3768,3060,0,511,3,81.21,0,13.56,0.08
7.2889E+18,186711122,183973156,54042855,627506,0,98.53,28.94,0.34,0
7.29147E+18,134,73,7,54,1,54.48,5.22,40.3,0.75
7.30593E+18,3,0,0,3,0,0,0,100,0
7.39834E+18,24372193,16079549,2378046,5137355,0,65.97,9.76,21.08,0
7.40656E+18,624686,620752,42454,2712,0,99.37,6.8,0.43,0
7.529E+18,21807689,21749601,7293991,35600,0,99.73,33.45,0.16,0
7.54724E+18,41416,27026,5101,4775,0,65.25,12.32,11.53,0
7.56531E+18,19694,16445,973,3380,0,83.5,4.94,17.16,0
7.57704E+18,34515850,34341871,18099762,330013,0,99.5,52.44,0.96,0
7.58968E+18,80529189,80437877,11583875,59016,0,99.89,14.38,0.07,0
7.60485E+18,47468,42819,1747,9082,24,90.21,3.68,19.13,0.05
7.62501E+18,151817,145060,33955,7602,0,95.55,22.37,5.01,0
7.66313E+18,1450,961,22,746,3,66.28,1.52,51.45,0.21
7.66326E+18,20593043,20009715,3075901,52091,0,97.17,14.94,0.25,0
7.68176E+18,12045,5519,471,2743,0,45.82,3.91,22.77,0
7.68469E+18,468849296,458076175,79838522,616695,2878,97.7,17.03,0.13,0
7.70307E+18,119204242,117474737,32046910,193756,9345,98.55,26.88,0.16,0.01
7.73822E+18,7531448,7477178,4463066,69947,0,99.28,59.26,0.93,0
7.80399E+18,22987815,22650056,2739213,23445,160,98.53,11.92,0.1,0
7.81958E+18,503,395,67,111,0,78.53,13.32,22.07,0
7.84032E+18,92625077,92215121,18683017,74065,697,99.56,20.17,0.08,0
7.86773E+18,13637908,13618000,1945280,9851,160,99.85,14.26,0.07,0
7.87821E+18,369,165,31,188,0,44.72,8.4,50.95,0
7.92763E+18,23105,18133,6166,7113,0,78.48,26.69,30.79,0
7.93955E+18,1122394,1102297,106028,21637,0,98.21,9.45,1.93,0
7.95276E+18,514878,496472,112682,5158,0,96.43,21.89,1,0
7.97924E+18,73024273,67760857,20371838,43846,208,92.79,27.9,0.06,0
7.98715E+18,172200,171592,835,1169,0,99.65,0.48,0.68,0
7.99614E+18,8,0,0,7,0,0,0,87.5,0
8.03946E+18,1845341,1802679,185590,11451,0,97.69,10.06,0.62,0
8.05E+18,34728790,34665356,6554229,23805,290,99.82,18.87,0.07,0
8.05546E+18,5683274,5631671,80069,12790,36,99.09,1.41,0.23,0
8.07256E+18,9571,8105,935,1190,0,84.68,9.77,12.43,0
8.09711E+18,214199108,200471696,54790922,218919,14746,93.59,25.58,0.1,0.01
8.11281E+18,70843341,70733937,15881711,71838,0,99.85,22.42,0.1,0
8.11887E+18,859,535,0,465,0,62.28,0,54.13,0
8.14522E+18,17143,10217,966,8183,0,59.6,5.63,47.73,0
8.15202E+18,543304321,519742858,182740057,2177246,8998,95.66,33.63,0.4,0
8.17291E+18,469,278,0,253,0,59.28,0,53.94,0
8.1888E+18,222,29,0,152,0,13.06,0,68.47,0
8.20595E+18,71,61,1,5,0,85.92,1.41,7.04,0
8.21113E+18,5246,5125,232,63,1,97.69,4.42,1.2,0.02
8.23839E+18,5,0,0,4,0,0,0,80,0
8.35101E+18,80125,29046,0,6815,0,36.25,0,8.51,0
8.42308E+18,23291,22573,4941,776,0,96.92,21.21,3.33,0
8.47456E+18,683,190,0,920,0,27.82,0,134.7,0
8.49096E+18,1084,986,212,248,0,90.96,19.56,22.88,0
8.49363E+18,205456,195253,30317,10450,0,95.03,14.76,5.09,0
8.55786E+18,4,0,0,5,0,0,0,125,0
8.58071E+18,2905,1886,0,1489,0,64.92,0,51.26,0
8.64536E+18,368,205,0,305,0,55.71,0,82.88,0
8.65403E+18,18177,17944,2562,575,11,98.72,14.09,3.16,0.06
8.692E+18,478216757,472117611,30631298,231448,2694,98.72,6.41,0.05,0
8.74284E+18,2246,1615,0,679,0,71.91,0,30.23,0
8.75602E+18,48795,48753,48,10,0,99.91,0.1,0.02,0
8.76217E+18,4016239617,3691807406,480304786,1507131,25648,91.92,11.96,0.04,0
8.80255E+18,151,1,0,200,0,0.66,0,132.45,0
8.84277E+18,16716408,16660613,4019430,26982,88,99.67,24.04,0.16,0
8.86833E+18,9133290,9128261,931474,6812,20,99.94,10.2,0.07,0
8.90289E+18,83646049,83400137,23978698,221326,484,99.71,28.67,0.26,0
8.93314E+18,5644,5108,0,1511,0,90.5,0,26.77,0
8.98974E+18,6013,5130,290,1120,0,85.32,4.82,18.63,0
8.9999E+18,6393404,6319558,1276671,56709,1491,98.84,19.97,0.89,0.02
9.01E+18,1282,1151,205,20,0,89.78,15.99,1.56,0
9.01186E+18,7475244,7344100,1369519,35338,374,98.25,18.32,0.47,0.01
9.02102E+18,50245,28505,1585,19275,0,56.73,3.15,38.36,0
9.07606E+18,1372,559,216,643,0,40.74,15.74,46.87,0
9.08164E+18,147907,147179,406,852,1,99.51,0.27,0.58,0
9.08402E+18,4715658,4179524,841635,10154,0,88.63,17.85,0.22,0
9.10454E+18,147,76,0,99,0,51.7,0,67.35,0
9.11714E+18,94123,90436,18768,2871,0,96.08,19.94,3.05,0
9.14592E+18,17996167,17900296,4322329,97725,382,99.47,24.02,0.54,0
9.16084E+18,279,251,0,203,0,89.96,0,72.76,0
9.19746E+18,450055806,446605079,114392713,216856,176,99.23,25.42,0.05,0
9.20682E+18,7,3,0,3,0,42.86,0,42.86,0
9.2097E+18,3,0,0,3,0,0,0,100,0
